group,rolling_vol_14,rolling_dd_14,worst_day_pct,rolling_vol_reduction,rolling_dd_reduction,worst_day_reduction,drift_preservation,reserve_depletion,peak_lock,avg_tax
BME/DePIN,1.0370841594103541,0.1466788386101824,0.2239771298303482,0.13776878751701135,0.26204626844721957,0.07775372326426555,0.8921134275031526,0.6102522487479793,0.55,0.026163265333772116
DeFi-volatile,0.9384142267237954,0.13256457331009402,0.1993468389096011,0.11796092623621315,0.2549690719696078,0.07255380275786488,0.777925737685719,0.5115255152920577,0.55,0.023961697037997987
