token,group,drift_preservation,rolling_dd_reduction,rolling_vol_reduction,worst_day_reduction
RNDR,BME/DePIN,1.0515956904591957,0.2683537439225443,0.15859894644613057,0.11628605039900408
AKT,BME/DePIN,1.1641163660369949,0.26711681865528103,0.17916763136642574,0.10788471230534569
