,wd=1.0,wd=2.0,wd=3.0,wd=4.0,wd=5.0,wd=6.0
wp=0.05,0.1094446877510545,0.11200473667337758,0.11226855404734,0.1123104731948305,0.11220957833944943,0.11244989755462355
wp=0.1,0.10941470234448437,0.11169958376270243,0.11209423115092983,0.11237186769603903,0.11225600924357783,0.11233659807318956
wp=0.2,0.10945966538149444,0.11131447260841625,0.11194593720018851,0.11215589880529385,0.11208233293238286,0.11220475868403186
wp=0.4,0.10959815484432228,0.11081985137502544,0.11148390704044751,0.1114683537839729,0.1116035606840975,0.11180201502440001
wp=0.6,0.11034541910515837,0.11025309061457324,0.11099366920228095,0.11100714261913575,0.11169176880152486,0.11183432924244464
wp=1.0,0.11098301743637229,0.1105602575063333,0.11072413670897412,0.11081620207144476,0.11129974408931122,0.11140622142778157
